product_id,product_name,category,fit,neckline,pattern,sleeve_style,length,occasion,style_aesthetic,trend,price,base_return_rate
PROD_00168,AW24 Trend Relaxed Polka Dot Dresse,Dresses,Relaxed,Off-Shoulder,Polka Dot,Sleeveless,Maxi,Work,Contemporary,AW24 Trend,112.75,0.7766558439380544
PROD_00169,AW24 Core Fitted Abstract Dresse,Dresses,Fitted,Crew,Abstract,Long,Above Knee,Loungewear,Classic,AW24 Core,92.78,0.6434878290136985
PROD_00170,AW24 Trend Relaxed Check Dresse,Dresses,Relaxed,Off-Shoulder,Check,Standard,Maxi,Work,Sporty,AW24 Trend,62.63,0.7709595391110944
PROD_00171,AW24 Trend Slim Stripe Dresse,Dresses,Slim,Crew,Stripe,Cap,Midi,Smart Casual,Contemporary,AW24 Trend,112.94,0.7110683570337593
PROD_00172,Continuity Fitted Animal Print Dresse,Dresses,Fitted,Crew,Animal Print,Bell,Knee,Smart Casual,Boho,Continuity,70.92,0.6091325734333556
PROD_00173,AW24 Trend Relaxed Polka Dot Dresse,Dresses,Relaxed,High,Polka Dot,Balloon,Mini,Evening,Classic,AW24 Trend,91.0,0.7160746302771357
PROD_00174,AW24 Core Regular Abstract Dresse,Dresses,Regular,Off-Shoulder,Abstract,Cap,Midi,Holiday,Boho,AW24 Core,76.06,0.6414196634471724
PROD_00175,SS25 Preview Oversized Stripe Dresse,Dresses,Oversized,V-Neck,Stripe,Bell,Mini,Evening,Boho,SS25 Preview,99.3,0.7349943674268861
PROD_00176,AW24 Trend Fitted Polka Dot Dresse,Dresses,Fitted,Boat,Polka Dot,Cap,Knee,Casual,Sporty,AW24 Trend,115.46,0.7533160378136801
PROD_00177,AW24 Core Oversized Animal Print Dresse,Dresses,Oversized,V-Neck,Animal Print,Bell,Knee,Holiday,Contemporary,AW24 Core,91.04,0.6487511199383761
PROD_00178,AW24 Core Oversized Stripe Dresse,Dresses,Oversized,High,Stripe,Cap,Midi,Casual,Contemporary,AW24 Core,83.96,0.6333323547859606
PROD_00179,AW24 Trend Slim Check Dresse,Dresses,Slim,Crew,Check,Standard,Mini,Smart Casual,Romantic,AW24 Trend,114.5,0.6869161893842421
PROD_00180,AW24 Trend Oversized Stripe Dresse,Dresses,Oversized,Boat,Stripe,Cap,Maxi,Evening,Romantic,AW24 Trend,88.91,0.7653317186666588
PROD_00181,SS25 Preview Oversized Plain Dresse,Dresses,Oversized,High,Plain,Long,Midi,Holiday,Minimalist,SS25 Preview,74.44,0.670324542268403
PROD_00182,SS25 Preview Slim Stripe Dresse,Dresses,Slim,High,Stripe,Sleeveless,Midi,Evening,Contemporary,SS25 Preview,99.41,0.7543787070391746
PROD_00183,SS25 Preview Slim Stripe Dresse,Dresses,Slim,High,Stripe,Bell,Knee,Casual,Minimalist,SS25 Preview,115.18,0.7315167028386589
PROD_00184,AW24 Trend Regular Polka Dot Dresse,Dresses,Regular,V-Neck,Polka Dot,Long,Midi,Casual,Sporty,AW24 Trend,82.11,0.6211341656247727
PROD_00185,Clearance Fitted Plain Dresse,Dresses,Fitted,V-Neck,Plain,Long,Knee,Smart Casual,Contemporary,Clearance,71.4,0.6372152027615838
PROD_00186,AW24 Trend Regular Polka Dot Dresse,Dresses,Regular,V-Neck,Polka Dot,Long,Maxi,Smart Casual,Romantic,AW24 Trend,80.83,0.6284515813706267
PROD_00187,AW24 Trend Regular Polka Dot Dresse,Dresses,Regular,Crew,Polka Dot,Sleeveless,Maxi,Casual,Boho,AW24 Trend,104.05,0.6431807095107779
PROD_00188,AW24 Core Regular Stripe Dresse,Dresses,Regular,Square,Stripe,Long,Above Knee,Casual,Sporty,AW24 Core,104.7,0.5584173032163408
PROD_00189,AW24 Core Regular Stripe Dresse,Dresses,Regular,V-Neck,Stripe,Long,Above Knee,Holiday,Boho,AW24 Core,80.57,0.5476488903139867
PROD_00190,AW24 Core Regular Plain Dresse,Dresses,Regular,Crew,Plain,Sleeveless,Midi,Holiday,Classic,AW24 Core,75.02,0.5609978743683472
PROD_00191,Continuity Oversized Polka Dot Dresse,Dresses,Oversized,Boat,Polka Dot,Balloon,Maxi,Holiday,Classic,Continuity,89.24,0.6424382979799796
PROD_00192,AW24 Core Fitted Animal Print Dresse,Dresses,Fitted,Round,Animal Print,Standard,Maxi,Work,Minimalist,AW24 Core,62.79,0.7060849245962089
PROD_00193,Continuity Slim Polka Dot Dresse,Dresses,Slim,Boat,Polka Dot,Puff,Midi,Loungewear,Classic,Continuity,89.59,0.6748297527298802
PROD_00194,AW24 Trend Oversized Plain Dresse,Dresses,Oversized,V-Neck,Plain,Balloon,Maxi,Smart Casual,Classic,AW24 Trend,113.94,0.6945517814493163
PROD_00195,Continuity Relaxed Abstract Dresse,Dresses,Relaxed,Square,Abstract,Bell,Maxi,Loungewear,Boho,Continuity,108.41,0.6171199183962914
PROD_00196,AW24 Core Fitted Stripe Dresse,Dresses,Fitted,Square,Stripe,Puff,Maxi,Holiday,Minimalist,AW24 Core,92.7,0.703945023620516
PROD_00197,Continuity Slim Abstract Dresse,Dresses,Slim,Off-Shoulder,Abstract,Cap,Maxi,Loungewear,Contemporary,Continuity,93.44,0.7867979626730903
PROD_00198,AW24 Core Oversized Check Dresse,Dresses,Oversized,Round,Check,Balloon,Midi,Evening,Minimalist,AW24 Core,82.17,0.6818014178127003
PROD_00199,Continuity Relaxed Stripe Dresse,Dresses,Relaxed,Boat,Stripe,Cap,Knee,Work,Contemporary,Continuity,86.75,0.45924495170370666
PROD_00200,SS25 Preview Slim Polka Dot Dresse,Dresses,Slim,V-Neck,Polka Dot,Standard,Mini,Evening,Classic,SS25 Preview,108.6,0.7394479390838857
PROD_00201,Clearance Regular Animal Print Jean,Jeans,Regular,-,Animal Print,Standard,-,Holiday,Romantic,Clearance,96.0,0.6043995302352474
PROD_00202,Continuity Relaxed Abstract Jean,Jeans,Relaxed,-,Abstract,Standard,-,Evening,Boho,Continuity,63.64,0.5658138119804497
PROD_00203,AW24 Core Slim Stripe Jean,Jeans,Slim,-,Stripe,Bell,-,Work,Boho,AW24 Core,92.8,0.6448051955477321
PROD_00204,Continuity Fitted Animal Print Jean,Jeans,Fitted,-,Animal Print,Sleeveless,-,Smart Casual,Sporty,Continuity,72.45,0.7266622220896107
PROD_00205,SS25 Preview Regular Polka Dot Jean,Jeans,Regular,-,Polka Dot,Standard,-,Work,Romantic,SS25 Preview,76.17,0.6220997045640898
PROD_00206,Continuity Slim Polka Dot Jean,Jeans,Slim,-,Polka Dot,Balloon,-,Holiday,Contemporary,Continuity,64.81,0.6487769206365734
PROD_00207,Clearance Fitted Polka Dot Jean,Jeans,Fitted,-,Polka Dot,Long,-,Holiday,Romantic,Clearance,54.82,0.6936473174619073
PROD_00208,AW24 Core Slim Animal Print Jean,Jeans,Slim,-,Animal Print,Cap,-,Loungewear,Boho,AW24 Core,69.88,0.6549294492764416
PROD_00209,SS25 Preview Regular Stripe Jean,Jeans,Regular,-,Stripe,Cap,-,Work,Boho,SS25 Preview,66.7,0.6253473192060721
PROD_00210,Continuity Slim Floral Jean,Jeans,Slim,-,Floral,Long,-,Smart Casual,Romantic,Continuity,66.93,0.589101976266891
PROD_00211,AW24 Core Slim Floral Jean,Jeans,Slim,-,Floral,Cap,-,Loungewear,Classic,AW24 Core,66.43,0.6292257918468093
PROD_00212,SS25 Preview Fitted Floral Jean,Jeans,Fitted,-,Floral,Puff,-,Evening,Minimalist,SS25 Preview,71.0,0.8274904272810235
PROD_00213,Clearance Regular Stripe Jean,Jeans,Regular,-,Stripe,Balloon,-,Loungewear,Boho,Clearance,78.44,0.6044712776858336
PROD_00214,Clearance Fitted Plain Jean,Jeans,Fitted,-,Plain,Standard,-,Smart Casual,Contemporary,Clearance,63.37,0.6883340768414227
PROD_00215,Continuity Slim Abstract Jean,Jeans,Slim,-,Abstract,Standard,-,Work,Minimalist,Continuity,84.72,0.6381282110532434
PROD_00216,AW24 Trend Oversized Animal Print Jean,Jeans,Oversized,-,Animal Print,Puff,-,Evening,Boho,AW24 Trend,56.49,0.7507324416793069
PROD_00217,SS25 Preview Fitted Plain Jean,Jeans,Fitted,-,Plain,Balloon,-,Evening,Classic,SS25 Preview,55.38,0.7576872275827576
PROD_00218,AW24 Core Fitted Check Jean,Jeans,Fitted,-,Check,Bell,-,Loungewear,Boho,AW24 Core,85.78,0.7196142649549898
PROD_00219,AW24 Trend Regular Check Jean,Jeans,Regular,-,Check,Bell,-,Casual,Classic,AW24 Trend,90.37,0.6310969890619952
PROD_00220,SS25 Preview Relaxed Floral Jean,Jeans,Relaxed,-,Floral,Long,-,Smart Casual,Boho,SS25 Preview,90.47,0.5730353805533004
PROD_00221,Continuity Relaxed Plain Jean,Jeans,Relaxed,-,Plain,Standard,-,Evening,Sporty,Continuity,62.29,0.4460329050642765
PROD_00222,AW24 Trend Regular Floral Jean,Jeans,Regular,-,Floral,Puff,-,Holiday,Sporty,AW24 Trend,95.4,0.6133778144993969
PROD_00223,AW24 Core Fitted Animal Print Jean,Jeans,Fitted,-,Animal Print,Long,-,Loungewear,Boho,AW24 Core,61.46,0.6572665587581157
PROD_00224,AW24 Core Oversized Polka Dot Jean,Jeans,Oversized,-,Polka Dot,Cap,-,Casual,Minimalist,AW24 Core,80.41,0.6047822347433047
PROD_00225,Continuity Oversized Plain Jean,Jeans,Oversized,-,Plain,Long,-,Work,Romantic,Continuity,58.15,0.5144801085276098
PROD_00226,SS25 Preview Fitted Check Jean,Jeans,Fitted,-,Check,Cap,-,Loungewear,Minimalist,SS25 Preview,63.24,0.7489727983738215
PROD_00227,Clearance Slim Check Jean,Jeans,Slim,-,Check,Standard,-,Work,Contemporary,Clearance,71.0,0.6513542854490342
PROD_00228,Continuity Oversized Polka Dot Jean,Jeans,Oversized,-,Polka Dot,Cap,-,Work,Classic,Continuity,62.29,0.5904031452591657
PROD_00229,Clearance Slim Floral Jean,Jeans,Slim,-,Floral,Puff,-,Holiday,Minimalist,Clearance,70.09,0.6866678879702982
PROD_00230,SS25 Preview Slim Check Jean,Jeans,Slim,-,Check,Long,-,Work,Sporty,SS25 Preview,95.46,0.777645652943541
PROD_00231,Clearance Regular Stripe Jean,Jeans,Regular,-,Stripe,Long,-,Smart Casual,Classic,Clearance,63.37,0.5900137582752076
PROD_00232,SS25 Preview Slim Animal Print Jean,Jeans,Slim,-,Animal Print,Bell,-,Smart Casual,Boho,SS25 Preview,66.76,0.7568037314091669
PROD_00233,AW24 Trend Regular Floral Jean,Jeans,Regular,-,Floral,Standard,-,Smart Casual,Boho,AW24 Trend,75.27,0.5966794549433831
PROD_00234,AW24 Trend Regular Animal Print Jean,Jeans,Regular,-,Animal Print,Sleeveless,-,Loungewear,Classic,AW24 Trend,91.12,0.7077727910067795
PROD_00235,Continuity Oversized Check Jean,Jeans,Oversized,-,Check,Long,-,Holiday,Romantic,Continuity,68.69,0.604486408541051
PROD_00236,SS25 Preview Fitted Abstract Jean,Jeans,Fitted,-,Abstract,Cap,-,Holiday,Boho,SS25 Preview,66.58,0.7987234343460683
PROD_00237,SS25 Preview Regular Check Jean,Jeans,Regular,-,Check,Standard,-,Evening,Minimalist,SS25 Preview,84.07,0.6160905543235183
PROD_00238,AW24 Core Relaxed Animal Print Jean,Jeans,Relaxed,-,Animal Print,Standard,-,Work,Romantic,AW24 Core,70.91,0.5409827552569788
PROD_00239,SS25 Preview Relaxed Check Jean,Jeans,Relaxed,-,Check,Puff,-,Casual,Classic,SS25 Preview,83.7,0.6529379269302076
PROD_00240,Clearance Relaxed Plain Jean,Jeans,Relaxed,-,Plain,Cap,-,Casual,Romantic,Clearance,66.18,0.5566245472760379
PROD_00241,AW24 Core Fitted Check Jean,Jeans,Fitted,-,Check,Puff,-,Holiday,Romantic,AW24 Core,65.73,0.7411627014444855
PROD_00242,SS25 Preview Oversized Polka Dot Jean,Jeans,Oversized,-,Polka Dot,Bell,-,Loungewear,Contemporary,SS25 Preview,85.22,0.7146326359986562
PROD_00243,Continuity Fitted Check Jean,Jeans,Fitted,-,Check,Bell,-,Smart Casual,Classic,Continuity,96.93,0.6792920229224789
PROD_00244,AW24 Core Slim Polka Dot Jean,Jeans,Slim,-,Polka Dot,Long,-,Work,Sporty,AW24 Core,82.3,0.6025161024215931
PROD_00245,Continuity Fitted Abstract Jean,Jeans,Fitted,-,Abstract,Sleeveless,-,Casual,Contemporary,Continuity,93.68,0.6709681908275777
PROD_00246,SS25 Preview Oversized Animal Print Jean,Jeans,Oversized,-,Animal Print,Bell,-,Holiday,Contemporary,SS25 Preview,86.33,0.7356362141644877
PROD_00247,Clearance Relaxed Stripe Jean,Jeans,Relaxed,-,Stripe,Puff,-,Evening,Boho,Clearance,64.86,0.5868268616268769
PROD_00248,AW24 Core Slim Polka Dot Jean,Jeans,Slim,-,Polka Dot,Cap,-,Loungewear,Boho,AW24 Core,67.52,0.6474434914147175
PROD_00249,SS25 Preview Relaxed Plain Jean,Jeans,Relaxed,-,Plain,Bell,-,Loungewear,Minimalist,SS25 Preview,92.51,0.6179313402788461
PROD_00250,AW24 Trend Relaxed Abstract Jean,Jeans,Relaxed,-,Abstract,Long,-,Loungewear,Romantic,AW24 Trend,80.93,0.6169304984412203
PROD_00251,SS25 Preview Relaxed Plain Jean,Jeans,Relaxed,-,Plain,Bell,-,Loungewear,Contemporary,SS25 Preview,54.8,0.6118747847114709
PROD_00252,AW24 Trend Relaxed Abstract Jean,Jeans,Relaxed,-,Abstract,Cap,-,Loungewear,Minimalist,AW24 Trend,74.64,0.6032858556876095
PROD_00253,Continuity Fitted Abstract Jean,Jeans,Fitted,-,Abstract,Standard,-,Work,Romantic,Continuity,60.68,0.6210235283744705
PROD_00254,Clearance Relaxed Polka Dot Jean,Jeans,Relaxed,-,Polka Dot,Sleeveless,-,Loungewear,Sporty,Clearance,67.03,0.5804132841918439
PROD_00255,SS25 Preview Slim Abstract Jean,Jeans,Slim,-,Abstract,Cap,-,Evening,Romantic,SS25 Preview,73.38,0.7358107643173415
PROD_00256,SS25 Preview Slim Stripe Jean,Jeans,Slim,-,Stripe,Balloon,-,Smart Casual,Contemporary,SS25 Preview,94.25,0.7133284258082173
PROD_00257,AW24 Core Oversized Floral Jean,Jeans,Oversized,-,Floral,Sleeveless,-,Smart Casual,Contemporary,AW24 Core,84.34,0.676770209791924
PROD_00258,Clearance Relaxed Polka Dot Jean,Jeans,Relaxed,-,Polka Dot,Long,-,Casual,Romantic,Clearance,87.41,0.5106213827588457
PROD_00259,AW24 Trend Fitted Plain Jean,Jeans,Fitted,-,Plain,Cap,-,Work,Romantic,AW24 Trend,87.05,0.7107957328109019
PROD_00260,Clearance Fitted Check Jean,Jeans,Fitted,-,Check,Sleeveless,-,Smart Casual,Contemporary,Clearance,81.48,0.6813965887119242
PROD_00261,SS25 Preview Regular Abstract Jean,Jeans,Regular,-,Abstract,Puff,-,Casual,Minimalist,SS25 Preview,78.48,0.73343247957494
PROD_00262,Continuity Regular Check Jean,Jeans,Regular,-,Check,Bell,-,Work,Sporty,Continuity,73.13,0.574640737522809
PROD_00263,AW24 Trend Regular Animal Print Jean,Jeans,Regular,-,Animal Print,Sleeveless,-,Work,Minimalist,AW24 Trend,54.05,0.6828707319884054
PROD_00264,SS25 Preview Relaxed Abstract Jean,Jeans,Relaxed,-,Abstract,Bell,-,Evening,Minimalist,SS25 Preview,56.17,0.6938963021973286
PROD_00265,AW24 Trend Oversized Animal Print Jean,Jeans,Oversized,-,Animal Print,Bell,-,Evening,Contemporary,AW24 Trend,65.67,0.7335014594340226
PROD_00266,Continuity Fitted Floral Jean,Jeans,Fitted,-,Floral,Long,-,Work,Classic,Continuity,58.5,0.6145427950211713
PROD_00267,AW24 Core Relaxed Animal Print Jean,Jeans,Relaxed,-,Animal Print,Standard,-,Loungewear,Romantic,AW24 Core,88.28,0.6091643401973319
PROD_00268,Continuity Relaxed Plain Jean,Jeans,Relaxed,-,Plain,Long,-,Smart Casual,Boho,Continuity,57.19,0.4063354449743156
PROD_00269,AW24 Trend Fitted Floral Jean,Jeans,Fitted,-,Floral,Long,-,Evening,Classic,AW24 Trend,91.97,0.674551548278736
PROD_00270,Continuity Oversized Stripe Jean,Jeans,Oversized,-,Stripe,Standard,-,Evening,Classic,Continuity,73.53,0.5528189261756357
PROD_00271,SS25 Preview Fitted Stripe Jean,Jeans,Fitted,-,Stripe,Sleeveless,-,Evening,Classic,SS25 Preview,81.73,0.7106711819102354
PROD_00272,SS25 Preview Regular Plain Jean,Jeans,Regular,-,Plain,Balloon,-,Casual,Sporty,SS25 Preview,89.77,0.676799959189509
PROD_00273,AW24 Trend Regular Floral Jean,Jeans,Regular,-,Floral,Standard,-,Work,Minimalist,AW24 Trend,55.89,0.6326054708980803
PROD_00274,AW24 Core Oversized Check Jean,Jeans,Oversized,-,Check,Bell,-,Casual,Classic,AW24 Core,54.72,0.6212397027176014
PROD_00275,Clearance Relaxed Floral Jean,Jeans,Relaxed,-,Floral,Long,-,Smart Casual,Romantic,Clearance,58.6,0.535747921649247
PROD_00276,SS25 Preview Fitted Check Jean,Jeans,Fitted,-,Check,Standard,-,Work,Contemporary,SS25 Preview,69.83,0.7360048040252434
PROD_00277,Clearance Slim Plain Jean,Jeans,Slim,-,Plain,Sleeveless,-,Evening,Sporty,Clearance,79.97,0.6842982784071135
PROD_00278,Clearance Oversized Plain Jean,Jeans,Oversized,-,Plain,Standard,-,Evening,Romantic,Clearance,84.47,0.6234973785682963
PROD_00279,AW24 Trend Slim Abstract Jean,Jeans,Slim,-,Abstract,Bell,-,Holiday,Contemporary,AW24 Trend,85.62,0.7112503130526633
PROD_00280,AW24 Trend Relaxed Check Jean,Jeans,Relaxed,-,Check,Standard,-,Holiday,Boho,AW24 Trend,81.26,0.5875098881559125
PROD_00281,Clearance Fitted Floral Top,Tops,Fitted,Boat,Floral,Cap,-,Loungewear,Classic,Clearance,58.44,0.504096197364299
PROD_00282,Clearance Relaxed Animal Print Top,Tops,Relaxed,V-Neck,Animal Print,Bell,-,Holiday,Romantic,Clearance,39.04,0.4063551479496778
PROD_00283,Continuity Slim Polka Dot Top,Tops,Slim,Boat,Polka Dot,Puff,-,Casual,Sporty,Continuity,32.17,0.48306722555623993
PROD_00284,SS25 Preview Relaxed Abstract Top,Tops,Relaxed,Crew,Abstract,Standard,-,Work,Classic,SS25 Preview,51.08,0.4396688987873197
PROD_00285,SS25 Preview Regular Abstract Top,Tops,Regular,High,Abstract,Cap,-,Casual,Romantic,SS25 Preview,57.81,0.51363785774104
PROD_00286,AW24 Trend Regular Stripe Top,Tops,Regular,V-Neck,Stripe,Bell,-,Work,Sporty,AW24 Trend,33.26,0.4675601919156652
PROD_00287,AW24 Core Oversized Check Top,Tops,Oversized,High,Check,Cap,-,Smart Casual,Contemporary,AW24 Core,48.95,0.4721839322752903
PROD_00288,AW24 Core Oversized Stripe Top,Tops,Oversized,V-Neck,Stripe,Sleeveless,-,Casual,Contemporary,AW24 Core,34.97,0.42473421343730916
PROD_00289,SS25 Preview Relaxed Animal Print Top,Tops,Relaxed,Crew,Animal Print,Puff,-,Holiday,Minimalist,SS25 Preview,58.03,0.48501871664456536
PROD_00290,AW24 Core Slim Abstract Top,Tops,Slim,Off-Shoulder,Abstract,Sleeveless,-,Work,Boho,AW24 Core,43.36,0.6011818569539448
PROD_00291,Continuity Relaxed Plain Top,Tops,Relaxed,Crew,Plain,Long,-,Work,Minimalist,Continuity,41.28,0.16399479732860944
PROD_00292,Continuity Oversized Stripe Top,Tops,Oversized,Boat,Stripe,Sleeveless,-,Evening,Sporty,Continuity,50.44,0.4226390311600556
PROD_00293,Continuity Relaxed Animal Print Top,Tops,Relaxed,Off-Shoulder,Animal Print,Balloon,-,Casual,Sporty,Continuity,32.99,0.44593436555939564
PROD_00294,SS25 Preview Slim Animal Print Top,Tops,Slim,Boat,Animal Print,Long,-,Smart Casual,Romantic,SS25 Preview,44.16,0.5726894727823302
PROD_00295,SS25 Preview Relaxed Plain Top,Tops,Relaxed,V-Neck,Plain,Balloon,-,Loungewear,Boho,SS25 Preview,48.81,0.4528555532894136
PROD_00296,Continuity Oversized Abstract Top,Tops,Oversized,Square,Abstract,Puff,-,Smart Casual,Sporty,Continuity,45.68,0.4111652916654649
PROD_00297,Continuity Relaxed Plain Top,Tops,Relaxed,Boat,Plain,Cap,-,Work,Romantic,Continuity,57.76,0.23660553078221597
PROD_00298,Continuity Relaxed Polka Dot Top,Tops,Relaxed,High,Polka Dot,Standard,-,Casual,Sporty,Continuity,44.4,0.27600599019307265
PROD_00299,AW24 Core Relaxed Polka Dot Top,Tops,Relaxed,Square,Polka Dot,Cap,-,Loungewear,Contemporary,AW24 Core,49.93,0.3455283974236923
PROD_00300,AW24 Trend Regular Animal Print Top,Tops,Regular,Off-Shoulder,Animal Print,Cap,-,Evening,Classic,AW24 Trend,50.81,0.5562232158329593
PROD_00301,Continuity Slim Polka Dot Top,Tops,Slim,Round,Polka Dot,Cap,-,Work,Boho,Continuity,40.02,0.34681432296119213
PROD_00302,SS25 Preview Fitted Animal Print Top,Tops,Fitted,V-Neck,Animal Print,Sleeveless,-,Loungewear,Minimalist,SS25 Preview,49.2,0.5625251231096208
PROD_00303,Clearance Relaxed Polka Dot Top,Tops,Relaxed,Boat,Polka Dot,Standard,-,Holiday,Contemporary,Clearance,47.64,0.33397971273356525
PROD_00304,AW24 Core Relaxed Stripe Top,Tops,Relaxed,Boat,Stripe,Cap,-,Work,Contemporary,AW24 Core,55.55,0.3969695884851634
PROD_00305,Clearance Slim Floral Top,Tops,Slim,High,Floral,Puff,-,Holiday,Minimalist,Clearance,43.9,0.49490377603699626
PROD_00306,AW24 Trend Slim Polka Dot Top,Tops,Slim,Crew,Polka Dot,Balloon,-,Loungewear,Minimalist,AW24 Trend,49.61,0.4576969183008017
PROD_00307,AW24 Trend Fitted Abstract Top,Tops,Fitted,Crew,Abstract,Puff,-,Smart Casual,Classic,AW24 Trend,38.11,0.5721259420372846
PROD_00308,SS25 Preview Slim Floral Top,Tops,Slim,Boat,Floral,Cap,-,Evening,Classic,SS25 Preview,54.15,0.5521300881633365
PROD_00309,SS25 Preview Relaxed Plain Top,Tops,Relaxed,High,Plain,Bell,-,Holiday,Boho,SS25 Preview,38.07,0.4477120467662289
PROD_00310,SS25 Preview Regular Abstract Top,Tops,Regular,High,Abstract,Cap,-,Loungewear,Contemporary,SS25 Preview,36.7,0.48505706345413646
PROD_00311,Continuity Fitted Plain Top,Tops,Fitted,Round,Plain,Sleeveless,-,Smart Casual,Contemporary,Continuity,56.1,0.3201878764139557
PROD_00312,Clearance Slim Animal Print Top,Tops,Slim,Crew,Animal Print,Bell,-,Work,Minimalist,Clearance,52.02,0.5420507504232109
PROD_00313,Continuity Regular Plain Top,Tops,Regular,Square,Plain,Standard,-,Work,Minimalist,Continuity,54.28,0.23487663188131414
PROD_00314,AW24 Trend Fitted Polka Dot Top,Tops,Fitted,Boat,Polka Dot,Puff,-,Holiday,Classic,AW24 Trend,40.74,0.5538044075905385
PROD_00315,Clearance Relaxed Plain Top,Tops,Relaxed,High,Plain,Puff,-,Evening,Sporty,Clearance,33.97,0.35464763610253774
PROD_00316,Clearance Relaxed Polka Dot Top,Tops,Relaxed,Round,Polka Dot,Long,-,Holiday,Sporty,Clearance,47.23,0.3456646549352399
PROD_00317,AW24 Core Regular Floral Top,Tops,Regular,Off-Shoulder,Floral,Puff,-,Holiday,Classic,AW24 Core,36.58,0.43865900968731686
PROD_00318,AW24 Trend Fitted Stripe Top,Tops,Fitted,Round,Stripe,Sleeveless,-,Smart Casual,Boho,AW24 Trend,33.04,0.45842486515726744
PROD_00319,AW24 Trend Relaxed Stripe Top,Tops,Relaxed,Square,Stripe,Long,-,Casual,Boho,AW24 Trend,54.19,0.3887798449371685
PROD_00320,Clearance Fitted Floral Top,Tops,Fitted,Crew,Floral,Cap,-,Work,Romantic,Clearance,32.82,0.42174982139873896
PROD_00321,AW24 Trend Slim Abstract Top,Tops,Slim,Square,Abstract,Sleeveless,-,Holiday,Romantic,AW24 Trend,53.63,0.5572770276686946
PROD_00322,Clearance Regular Animal Print Top,Tops,Regular,High,Animal Print,Cap,-,Holiday,Boho,Clearance,40.94,0.4226738890568634
PROD_00323,Clearance Slim Polka Dot Top,Tops,Slim,Off-Shoulder,Polka Dot,Standard,-,Casual,Classic,Clearance,38.9,0.5396346497496776
PROD_00324,Clearance Relaxed Floral Top,Tops,Relaxed,High,Floral,Long,-,Holiday,Minimalist,Clearance,51.35,0.31266083660776844
PROD_00325,SS25 Preview Slim Abstract Top,Tops,Slim,Boat,Abstract,Bell,-,Work,Sporty,SS25 Preview,47.18,0.6125649912941453
PROD_00326,SS25 Preview Oversized Polka Dot Top,Tops,Oversized,Round,Polka Dot,Long,-,Loungewear,Minimalist,SS25 Preview,49.73,0.4741684128991823
PROD_00327,Continuity Oversized Abstract Top,Tops,Oversized,V-Neck,Abstract,Standard,-,Smart Casual,Minimalist,Continuity,41.02,0.3505881988178321
PROD_00328,SS25 Preview Oversized Floral Top,Tops,Oversized,Boat,Floral,Balloon,-,Holiday,Contemporary,SS25 Preview,35.01,0.5226110141678626
PROD_00329,SS25 Preview Relaxed Polka Dot Top,Tops,Relaxed,High,Polka Dot,Balloon,-,Evening,Contemporary,SS25 Preview,54.68,0.47761957463565397
PROD_00330,AW24 Core Fitted Plain Top,Tops,Fitted,Square,Plain,Balloon,-,Smart Casual,Minimalist,AW24 Core,48.47,0.5162732583861139
PROD_00331,SS25 Preview Relaxed Floral Top,Tops,Relaxed,Boat,Floral,Sleeveless,-,Casual,Classic,SS25 Preview,34.35,0.4384101323360957
PROD_00332,SS25 Preview Oversized Animal Print Top,Tops,Oversized,Off-Shoulder,Animal Print,Puff,-,Smart Casual,Contemporary,SS25 Preview,47.13,0.6712850971536758
PROD_00333,Clearance Fitted Stripe Top,Tops,Fitted,High,Stripe,Sleeveless,-,Smart Casual,Minimalist,Clearance,52.6,0.5018285021013721
PROD_00334,Continuity Oversized Stripe Top,Tops,Oversized,Boat,Stripe,Puff,-,Casual,Classic,Continuity,54.03,0.42032772277324526
PROD_00335,AW24 Core Fitted Floral Top,Tops,Fitted,Boat,Floral,Sleeveless,-,Holiday,Boho,AW24 Core,51.68,0.46562139054598795
PROD_00336,Continuity Slim Check Top,Tops,Slim,Crew,Check,Bell,-,Loungewear,Sporty,Continuity,39.23,0.44508527573220963
PROD_00337,AW24 Trend Relaxed Plain Top,Tops,Relaxed,Square,Plain,Long,-,Casual,Minimalist,AW24 Trend,39.98,0.3640447273993253
PROD_00338,AW24 Core Relaxed Stripe Top,Tops,Relaxed,High,Stripe,Long,-,Evening,Boho,AW24 Core,32.4,0.3657971066482454
PROD_00339,Clearance Oversized Animal Print Top,Tops,Oversized,V-Neck,Animal Print,Bell,-,Smart Casual,Boho,Clearance,36.0,0.5079792843832955
PROD_00340,SS25 Preview Relaxed Check Top,Tops,Relaxed,V-Neck,Check,Bell,-,Evening,Romantic,SS25 Preview,36.25,0.4812220205177159
PROD_00341,Continuity Fitted Animal Print Top,Tops,Fitted,High,Animal Print,Standard,-,Smart Casual,Classic,Continuity,44.85,0.4335383261898358
PROD_00342,AW24 Trend Relaxed Stripe Top,Tops,Relaxed,Off-Shoulder,Stripe,Bell,-,Work,Contemporary,AW24 Trend,37.22,0.5214834949996878
PROD_00343,AW24 Core Fitted Check Top,Tops,Fitted,Square,Check,Bell,-,Casual,Classic,AW24 Core,51.99,0.48442400211181047
PROD_00344,Continuity Regular Stripe Top,Tops,Regular,High,Stripe,Long,-,Evening,Romantic,Continuity,56.12,0.2900619532333931
